,level_0,index,Unnamed: 0,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,sentiment
54,54,4,4,Lone Wolf,https://www.google.com/maps/contrib/108378803156760236912/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gj2u9QI4yLQewR2noLBFlo6mkVANoeUMrbESbbOZg=s128-c0x00000000-cc-rp-mo,5,3 months ago,"I love this place! Huge portions for the money and taste great, I'm from Marysville, WA and it's taste like a place called Tokyo stop in Marysville where I ate as a child brings back memories",1629476299,Good
55,56,0,0,Jim Huggins,https://www.google.com/maps/contrib/113800788320593685559/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gh7G8KLDDgvgAlsO71YXdXWjweIV4WlMUUkgJyZdg=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,"Subway is always a good place LMK ace to eat, and this place was no different. The menu selection was varied and the staff was fast, polite, and helpful. It was especially busy but fast service still today when the other two fast food restaurants across the street were closed or window only.",1631126940,Good
56,57,1,1,Kandi Hockett,https://www.google.com/maps/contrib/116485854935065162688/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgPaZdkLznBYIyHtSNtW0Slx-qTDF4YknXsGJl0xg=s128-c0x00000000-cc-rp-mo,5,4 months ago,"This was some of the best service we've ever had at a Subway. I did not get the gentlemans name, but he had a bunch of tattoos. He really seemed to enjoy his job and that showed in how he listened and treated us. I know its just a sandwich, but the experience made our day after being on the road all day. He was very friendly and personable. Would totally stop here again!",1625925802,Good
57,58,2,2,Dale Martell,https://www.google.com/maps/contrib/115026787652275806061/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gi1heMLoEzNrDUzR3NZNTDGcHtZGZZfyC6i2yiDQPA=s128-c0x00000000-cc-rp-mo-ba4,5,3 months ago,"They were busy, like - I had to wait outside bysy. There were three people working and literally running the it butts of while I waited. Their level of care for the clients as well as care for the product in unequivocally professional for these young people doing their best to hold things together. They deserved a healthy tip, which they got, as well as some kind words. I just saw a meme that said ""Everywhere is understaffed. Please be kind to those who showed up to work."" They all did a fantastic job and I apaud them! 👏",1630787008,Good
58,59,3,3,Steve Moloney,https://www.google.com/maps/contrib/102590914411223515497/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwy6P5j6I8QQd4JRZoW86abCA-Nu2jL0tqRx68b=s128-c0x00000000-cc-rp-mo-ba5,4,a month ago,Visited just before closing they were out of several things. The one employee was very kind and helpful,1633646717,Good
59,60,4,4,Frank Jonessian,https://www.google.com/maps/contrib/110662402466986184364/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwpUhMORnN6bpc6BigV01KpzdolEtyhLIXABGb9=s128-c0x00000000-cc-rp-mo-ba4,4,3 months ago,"Alright. Did load up the jalapenos... Yeah! Marvelous, marvelous!",1629913060,Good
60,61,0,0,Kimberly Myhre,https://www.google.com/maps/contrib/113569177910248325802/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgxOgVp3HPmilz5VpTQzTclkTrYzdzFZU-hmJnddQ=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,"Amazing shop, everyone there is awesome to work with. The shop is clean and professional with amazingly talented artists. I recommend them to anyone. And I receive compliments on my tattoos from this shop regularly!",1632695333,Good
61,62,1,1,Trevor Anderson,https://www.google.com/maps/contrib/104263608217927346164/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjmbw68OFyi4wWnftFtXL4527tSpoVcanBj5WBf6qw=s128-c0x00000000-cc-rp-mo-ba4,5,2 weeks ago,"Came in from Salt Lake to have Ian sling a piece. Love the result and the shop is awesome, thanks!",1637381384,Good
62,63,2,2,Charles Slusher,https://www.google.com/maps/contrib/114404738685445580715/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzsxJZf34ljO7wxTVl5Yjw58rfxOhkMJlDpFfc=s128-c0x00000000-cc-rp-mo,5,4 months ago,They do great work and got me in quick,1627551681,Good
63,64,3,3,Deanna Weaver,https://www.google.com/maps/contrib/108074245276874508341/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gh3NxKvnQV8dv-zXv0kEMHYplatVnHVv0Gd2Rbh2A=s128-c0x00000000-cc-rp-mo,5,7 months ago,I had a cover up done and I am satisfied with the results,1619183505,Good
64,65,4,4,Katie Perrigo,https://www.google.com/maps/contrib/113155036011755938182/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhhAKdf77j6esoZMSGIRvHe7svURi6MTEAjbNAHAkw=s128-c0x00000000-cc-rp-mo,5,a year ago,I got my first tattoo done in January by Nick! It looks beautiful with great detailing and healed nicely. The overall experience was great. The shop is super clean and I would 100% get another tattoo from here.,1585443411,Good
65,66,0,0,Jennifer Trimble,https://www.google.com/maps/contrib/100507735229793486966/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhaMCpbPkmMGzcZvFcX8iap7i2gEodvJEHAxTWN=s128-c0x00000000-cc-rp-mo,5,4 months ago,"Great service! Delicious pizza! Thanks to Emma & Matt, we look forward to having you cater again!",1628435344,Good
66,67,1,1,Britt Birkenbuel,https://www.google.com/maps/contrib/101103541811857331591/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgDgvnahclNufKkwdwLpwOD86IBwCVWvWps_ap8LQ=s128-c0x00000000-cc-rp-mo,5,2 years ago,"Highly recommend! Clove Cart catered my wedding and they did an amazing job. The pizza was incredible and our guests absolutely loved it. On top of that, they were easy to work with and went above and beyond in providing our gluten-free and vegan guests with options. I would give them more stars if I could.",1564367327,Good
67,68,2,2,Rory BCRC,https://www.google.com/maps/contrib/103281427148268816703/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxZ2rxDdkn2yDnoKF1KXZFXTidvmZovngrim8Ur=s128-c0x00000000-cc-rp-mo,5,3 years ago,The BEST pizza wood fired pizza ever! I hired them to do a welcome dinner for guests during my wedding weekend. Very professional and easy to work with.  I recommend the sausage date pizza- so good!,1531695823,Good
68,69,3,3,Lauren Sullivan,https://www.google.com/maps/contrib/108231956068476036332/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyVfIEfhyC6-iNgdFeWwuLRBxksMpYTvtkjD7oY=s128-c0x00000000-cc-rp-mo,5,3 years ago,"The best pizza in town!! I love when I see Clove Cart at events around town, especially at big sky concerts and Travelers Rest Festival. A slice and a salad, its the best deal!!",1531779370,Good
69,70,4,4,Ruth Schwartz,https://www.google.com/maps/contrib/116550386939824565947/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiywUEEDtFAs9M6cefokF_RBXBqrq6H5ECMKpXc=s128-c0x00000000-cc-rp-mo,5,2 years ago,Highly recommend them to cater your next event.  You won't be disappointed!,1560473931,Good
70,71,0,0,Keila Cross,https://www.google.com/maps/contrib/114346472346404638269/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhuEivcOS1b1wAhNal6xxQRfpLS-KeejZ-9npK15A=s128-c0x00000000-cc-rp-mo,5,6 months ago,"Elisabeth is a talented- compassionate- thorough practitioner; She is organized, efficient, effective. My 3 children have each worked with Elisabeth (each with academic evaluations, specialized instruction, & educational consultation) under her care, each has grown in academic skills and self-esteem/ self confidence.  Elisabeth provided us with support along the IEP process through advocacy and data-driven dialogue and to ensure our children’s needs are being uniquely met and align with  IDEA. She worked with us through advocacy and  has the ability to communicate clearly & in ways that parents understand. She was & remains essential in navigating these complicated processes.  Elisabeth has also worked with our family in accepting the learning challenges ahead and helped us find ways to live along side learning differences- she has helped my children see their potential. I am eternally grateful for Elisabeth and everything she has done for our family!",1621281132,Good
71,72,1,1,Martha Amrine,https://www.google.com/maps/contrib/113291830839709683510/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgsEsGqqHHhyU7f0saJwSSyUMbr93JhYJyDyQofrg=s128-c0x00000000-cc-rp-mo,5,6 months ago,"Our son initially struggled with reading, testing below benchmark at the beginning of 2nd grade. He did not enjoy reading and his confidence was low. Elizabeth performed some tests and quickly discovered that he needed rules to make the words and pronunciation make sense. He’s now in 4th grade with reading scores up and is no longer a self-described “bad reader”. He now carries a book with him to his brother’s soccer games and to restaurants just in case there is an opportunity to get a few pages of reading in. Huge thanks to Elizabeth for getting us over the reading hump!",1621608337,Good
72,73,2,2,Michael A Kremkau,https://www.google.com/maps/contrib/112630282291650477765/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy25yhRDb4eEEAMHJUoouvUwzD42mk_KBwzWE7h=s128-c0x00000000-cc-rp-mo,5,6 months ago,Both of our children have had tutoring services here and have had excellent results.,1621184838,Good
73,77,0,0,madelein heaven,https://www.google.com/maps/contrib/105219396995053959343/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjDlvGdwG8YqP4NqOxJ9DFsV9et0obt01eF4wvFRw=s128-c0x00000000-cc-rp-mo,5,a month ago,I don’t go into Worden’s if I can help it because the space is very crowded and it causes me to make purchasing decisions I otherwise would not due to the atmosphere. They have a good selection of imported items and the deli food is hit or miss but can be good at times. Ten years ago it was the best option in town but they don’t seem invested in evolving to meet competition and the nostalgic factor is not much of a draw for me anymore.,1634229717,Good
74,78,1,1,Daniel Lefler,https://www.google.com/maps/contrib/106208044981705494501/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjB0guoMEELCpWsu7xOKTmGs46u0HRXpHra1Mz4=s128-c0x00000000-cc-rp-mo,4,3 weeks ago,Love his place.  Has been a favorite my entire adult life.  Some of the changes from the deli side are strange.  Where are the sandwich by the inch and amazing soups and salads?,1636816284,Good
75,79,2,2,Don Powell,https://www.google.com/maps/contrib/106745160848301376940/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GheC-evtOBp4qTh0dwEayfyJ89U6_HpxX3tbVIq=s128-c0x00000000-cc-rp-mo-ba3,5,in the last week,"Everything from the food to the service to the variety of wine.

Wardens is a staple of Missoula and it must stop for all travelers!

They have great grab & go lunches. If you prefer your lunch not pre made they have an expensive deli.",1638364806,Good
76,80,3,3,Justin Daining,https://www.google.com/maps/contrib/112859986017648096350/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjlqn9C7u1B6Yn3N9VlJce_H3ClhzJwTMgJnHsaylc=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,Great local spot recommended to me by a local. The Reuben was phenomenal. The service was friendly and fast. Excellent beverage and grocery selection as well. Must-hit spot in Missoula!,1631571433,Good
77,81,4,4,Matt Kanenwisher,https://www.google.com/maps/contrib/105219033371148903177/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwIQi9FDUJfm-5zW5gXQRUIcG_R4Fo8lyPszPp1ow=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,Always love this place. We stop literally every time we're in Missoula. Huge beer and wine selection as well as a great deli counter.,1632627795,Good
78,82,0,0,Lise Smith,https://www.google.com/maps/contrib/105128176489873727113/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgBcNuvn0Bve7pkDQigZI9AXspMbCgo01UD8PxF=s128-c0x00000000-cc-rp-mo,5,a month ago,I ordered an apple cake for my husbands birthday. It was the most amazing cake we've ever had! So delicious. So delicately spiced. So light and moist at the same time. You were very pleasant to work with as well. Excellent work!,1633891842,Good
79,83,1,1,Marisa Orser,https://www.google.com/maps/contrib/116311206513162673999/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhFr_n1u_XlTYZPjLokZm11uPwJdWbkdMQZaTm1eGE=s128-c0x00000000-cc-rp-mo-ba3,5,7 months ago,"Not only was the German chocolate cake I ordered delicious, but they went WAY above and beyond to deliver it to a restaurant for me since I was coming in from out of town for a birthday lunch (they even called the restaurant to arrange everything for me!). Everyone loved the cake... it was the perfect amount of sweetness and was beautifully decorated. Check them out for sure...you won't be sorry!",1619915986,Good
80,84,2,2,Ilana McCloud,https://www.google.com/maps/contrib/105634801214912265807/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgG6CWJnrUuL3WlrZV3zbrXvDBV1PxMheVRzSNH8A=s128-c0x00000000-cc-rp-mo,5,9 months ago,Delicious donuts without having to sacrifice my health? Yes please! Tandem Donuts are amazing and the adorable family who make them pour their whole hearts into the process. If you haven’t tried them then please do yourself a favor and enjoy!,1614223037,Good
81,85,3,3,thefostersbanana,https://www.google.com/maps/contrib/117190935754679701825/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjwOplBOaSJpzZMQhQdlI_UuH8gGZbMufkCxuw=s128-c0x00000000-cc-rp-mo,5,9 months ago,"THIS PLACE IS AMAZING!! We have bought many things, all being outstanding, this review I will talk about they’re CAkES!! So delicious there are not words good enough for it! And all they’re ingredients are good for the environment and the animals it’s just an all out win! Check out the photos of this cake.",1615055983,Good
82,86,4,4,Kelsey Phipps,https://www.google.com/maps/contrib/103304356063162759496/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxGSBz5Yn83fioXzurd7f3hcRSrsr2FTIbaz1NC=s128-c0x00000000-cc-rp-mo,5,8 months ago,Best gluten free bread I’ve ever had!! I’m so happy Tandem Bakery can provide my family with the vegan and GF foods we miss so much. The owner was so kind and accommodating when we picked up our order.,1617637856,Good
83,87,0,0,Christian Benz,https://www.google.com/maps/contrib/108440701536762899432/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxIGTjZYdMPGflQPLHXWEnvWU8JQyrGn8mpP7LL=s128-c0x00000000-cc-rp-mo-ba3,5,3 months ago,Highly recommend the breakfast burrito. Great spot to grab some high quality food very quickly. Prices aren't cheap but are fair for the taste and quality of the food. Would definitely go back.,1629655092,Good
